date,price_mean,price_median,n_obs
2010-09-01,436812.5822906641,345000.0,1039
2010-10-01,428475.79450757575,329495.0,1056
2010-11-01,464543.8028985507,369999.0,1035
2010-12-01,476795.4751131222,379000.0,1105
2011-01-01,466788.96914893616,392500.0,940
2011-02-01,451715.03504928807,360000.0,913
2011-03-01,469943.04822335026,365000.0,1182
2011-04-01,474705.80083333334,375000.0,1200
2011-05-01,451435.0757002271,359000.0,1321
2011-06-01,473072.360891445,385000.0,1391
2011-07-01,474856.65073848824,365000.0,1151
2011-08-01,464676.60223880596,369000.0,1340
2011-09-01,461102.1558219178,375000.0,1168
2011-10-01,466677.82337434095,389000.0,1138
2011-11-01,477642.89616463985,394900.0,1069
2011-12-01,461891.48208469053,375000.0,1228
2012-01-01,462307.7945066124,375000.0,983
2012-02-01,455077.87272727274,360000.0,990
2012-03-01,476769.55907335907,385000.0,1295
2012-04-01,465502.67843137257,380000.0,1275
2012-05-01,475009.36761904764,395000.0,1575
2012-06-01,485516.8061674009,395000.0,1589
2012-07-01,489702.3797979798,395000.0,1485
2012-08-01,468978.94180225284,374900.0,1598
2012-09-01,484883.45062179957,387000.0,1367
2012-10-01,477092.93864229764,385000.0,1532
2012-11-01,478983.27088036115,389900.0,1329
2012-12-01,485840.49035262805,395000.0,1503
2013-01-01,479507.16355140187,385000.0,1284
2013-02-01,472667.7045274027,379900.0,1259
2013-03-01,490351.8058064516,399900.0,1550
2013-04-01,477865.19725274725,379997.5,1820
2013-05-01,494075.6145728643,399900.0,1990
2013-06-01,484085.79112944816,393500.0,1939
2013-07-01,493449.6343503937,399999.5,2032
2013-08-01,488363.82221185253,388000.0,2143
2013-09-01,501555.70918086864,412000.0,1819
2013-10-01,494548.8644957983,399900.0,1904
2013-11-01,474157.2594627595,379949.5,1638
2013-12-01,479196.8899082569,389000.0,1744
2014-01-01,453516.3433777155,359900.0,1427
2014-02-01,471095.2449888642,375000.0,1347
2014-03-01,486884.4078116025,395000.0,1741
2014-04-01,481353.5365976779,380000.0,1981
2014-05-01,488037.14621284755,399000.0,2086
2014-06-01,484433.13013402506,399000.0,2313
2014-07-01,472711.2486350273,390000.0,2381
2014-08-01,470118.09834638814,387500.0,2298
2014-09-01,472760.61222540593,385000.0,2094
2014-10-01,477956.8671390611,379000.0,2258
2014-11-01,485685.5579499126,398250.0,1717
2014-12-01,475727.8555456172,385000.0,2236
2015-01-01,476205.1203400916,375000.0,1529
2015-02-01,459225.57490636705,375000.0,1602
2015-03-01,470289.73441004934,384900.0,2229
2015-04-01,469335.98737270874,389000.0,2455
2015-05-01,482276.1331967213,399000.0,2440
2015-06-01,477326.22342165525,390000.0,3057
2015-07-01,486638.8969320924,399000.0,2901
2015-08-01,479789.44790465204,390000.0,2601
2015-09-01,480715.57713858795,399000.0,2677
2015-10-01,466625.9432813095,379900.0,2627
2015-11-01,472434.2256993836,389900.0,2109
2015-12-01,483628.14188919886,399000.0,2509
2016-01-01,457847.83533260634,371500.0,1834
2016-02-01,468752.5171005615,385000.0,1959
2016-03-01,465517.03470883146,386000.0,2593
2016-04-01,463428.82074074075,385000.0,2700
2016-05-01,471882.5087605451,389000.0,3082
2016-06-01,476841.18680709536,389900.0,3608
2016-07-01,465643.8723737849,385000.0,3189
2016-08-01,466386.59441805223,385000.0,3368
2016-09-01,469880.54256410256,387000.0,2925
2016-10-01,464012.34281598846,377228.0,2777
2016-11-01,454303.8826958106,375000.0,2745
2016-12-01,479518.7658468999,395900.0,2887
2017-01-01,458629.3968819599,369900.0,2245
2017-02-01,476069.57345132745,380500.0,2260
2017-03-01,475098.796689569,389850.0,3202
2017-04-01,463665.29402313626,375000.0,3112
2017-05-01,471771.0064951936,380000.0,3849
2017-06-01,471899.6567858893,380000.0,4082
2017-07-01,465201.6666666667,385000.0,3480
2017-08-01,467538.55237242614,384900.0,3351
2017-09-01,453386.85072281584,369000.0,3182
2017-10-01,464880.95701754384,385000.0,3420
2017-11-01,459246.5898174832,375000.0,3123
2017-12-01,466184.6562807478,377500.0,3049
2018-01-01,464024.2729241877,375000.0,2770
2018-02-01,461354.0077790743,379900.0,2571
2018-03-01,464514.40022707917,375000.0,3523
2018-04-01,465063.4434340733,385000.0,3739
2018-05-01,456726.4445442299,379000.0,4454
2018-06-01,459296.2634265424,379900.0,4506
2018-07-01,451514.9129032258,375000.0,4340
2018-08-01,450979.1339389704,375000.0,4293
2018-09-01,448665.95178258326,369000.0,3422
2018-10-01,444146.94796025107,360000.0,3824
2018-11-01,451779.53170874924,370000.0,3406
2018-12-01,446428.3145901154,365000.0,3379
2019-01-01,444248.74907612713,350000.0,2706
2019-02-01,449393.5498554913,370000.0,2768
2019-03-01,439666.4555349084,365000.0,3767
2019-04-01,448114.13378411013,365000.0,4141
2019-05-01,449190.53930266143,374900.0,4847
2019-06-01,450639.7792891619,379900.0,4558
2019-07-01,451178.68736051937,379900.0,4929
2019-08-01,448498.68722968356,375000.0,4393
2019-09-01,441813.30946356273,369900.0,3952
2019-10-01,443864.05389965227,369000.0,4026
2019-11-01,452284.21986394556,380000.0,3675
2019-12-01,456262.0872883377,375000.0,4193
2020-01-01,453274.0848200313,379900.0,3195
2020-02-01,452803.63061968406,379900.0,3292
2020-03-01,456691.55318574514,379900.0,3704
2020-04-01,455724.6541163248,389900.0,3559
2020-05-01,441243.8750393453,375000.0,3177
2020-06-01,421365.35051835247,355000.0,3569
2020-07-01,446944.2427640156,375000.0,3835
2020-08-01,435873.22205925494,359900.0,3409
2020-09-01,446397.24554455443,375000.0,3535
2020-10-01,446318.7098540146,365000.0,4384
2020-11-01,446365.1300361211,365000.0,3599
2020-12-01,443208.1340963075,359311.0,4631
2021-01-01,454907.6247654784,370000.0,3731
2021-02-01,442672.6216216216,350000.0,3626
2021-03-01,450788.692812842,369900.0,5482
2021-04-01,452135.57540214475,369000.0,5968
2021-05-01,444122.36782423814,349990.0,5644
2021-06-01,436667.8939868462,349900.0,6386
2021-07-01,431037.3795645466,349000.0,5833
2021-08-01,429063.3669583119,350000.0,5829
2021-09-01,421498.3,345000.0,5630
2021-10-01,386422.73664248805,319900.0,21093
2021-11-01,393514.2162281321,319000.0,113408
2021-12-01,405576.41762987425,328500.0,133841
2022-01-01,398585.85946725385,325000.0,102638
2022-02-01,413349.0664394196,340000.0,115293
2022-03-01,429935.4623329248,354999.0,173799
2022-04-01,433601.5753517817,359000.0,199982
2022-05-01,522655.0662155325,450000.0,15812
2022-06-01,460158.82201509096,399900.0,2253
2022-07-01,442669.9973666886,385000.0,1519
2022-08-01,455343.70843091334,411515.0,854
2022-09-01,543637.3257575758,460074.5,528
2022-10-01,542261.3231197771,472990.0,359
2022-11-01,593251.5642201835,538150.0,218
2022-12-01,627265.7272727273,599137.5,308
2023-01-01,641892.2931034482,597372.5,58
2023-02-01,526500.8711656441,462990.0,163
2023-03-01,537322.447368421,489445.0,228
2023-04-01,592817.0777777778,514490.0,90
2023-05-01,647725.0,657725.0,11
2023-06-01,586631.6666666666,468195.0,6
2023-07-01,571250.0,571250.0,2
2023-08-01,355900.0,355900.0,1
2023-09-01,955166.6666666666,988000.0,3
2023-10-01,385000.0,385000.0,1
2023-11-01,159500.0,159500.0,1
2023-12-01,715812.5,641232.5,6
2024-03-01,409000.0,409000.0,1
2024-04-01,459900.0,459900.0,1
2024-10-01,108000.0,108000.0,2
2024-12-01,624990.0,624990.0,1
2026-04-01,235000.0,235000.0,1
